STCTNAME,FIELD_NAME,API_CRUDE,SRC,CRN,SU100,POUR_POINT,CAR_CR_WT,LT_GAS_VOL,GAS_NP_VOL,RESDUM_VOL,TIPO_CRUDO,CLASE_AZUFRE
OKLAHOMA,YOUNGSTOWN,31.1,0.32,0.0,59.0,5.0,0.0,5.0,22.2,29.9,Mediano,Dulce (sweet) < 0.5%S
OKLAHOMA,OKMULGEE,34.2,0.13,0.0,57.0,5.0,0.0,3.0,17.3,27.4,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,NUYAKA,43.4,0.17,0.0,36.0,5.0,0.0,15.2,39.6,18.9,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,BALD HILL,41.9,0.15,0.0,37.0,5.0,0.0,12.3,37.6,17.3,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,BOYNTON,36.8,0.15,0.0,45.0,5.0,0.0,2.4,24.1,22.0,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,LYONS-QUINN,39.8,0.13,0.0,40.0,5.0,0.0,9.9,32.1,20.8,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,LYONS-QUINN,37.8,0.14,0.0,44.0,5.0,0.0,5.4,28.3,22.6,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,HENRYETTA,36.6,0.13,0.0,45.0,5.0,0.0,5.1,25.3,24.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GOOSE CREEK,21.3,0.22,0.0,194.0,5.0,0.0,0.0,2.2,30.7,Pesado,Dulce (sweet) < 0.5%S
TEXAS,GOOSE CREEK,22.8,0.2,0.0,117.0,5.0,0.0,0.0,0.0,24.7,Mediano,Dulce (sweet) < 0.5%S
TEXAS,GOOSE CREEK,24.0,0.21,0.0,97.0,5.0,0.0,0.0,0.0,25.4,Mediano,Dulce (sweet) < 0.5%S
OKLAHOMA,MUSKOGEE,34.6,0.23,0.0,52.0,5.0,0.0,2.7,19.5,26.3,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,"WAGONER,NW",32.3,0.15,0.0,68.0,5.0,0.0,1.7,16.9,31.9,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,BROKEN ARROW,34.4,0.19,0.0,47.0,5.0,0.0,4.1,26.2,25.4,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,OWASSO,34.8,0.27,0.0,46.0,5.0,0.0,5.0,26.9,21.7,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,CLAREMORE,34.0,0.14,0.0,50.0,5.0,0.0,2.5,23.8,23.9,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,VINTON,19.7,0.33,0.0,310.0,5.0,0.0,0.0,2.3,35.3,Pesado,Dulce (sweet) < 0.5%S
LOUISIANA,EDGERLY,21.5,0.68,0.0,267.0,5.0,0.0,0.0,1.8,33.9,Pesado,Agrio (sour) ≥ 0.5%S
LOUISIANA,JENNINGS,23.8,0.37,0.0,84.0,5.0,0.0,0.0,0.0,23.0,Mediano,Dulce (sweet) < 0.5%S
TEXAS,SOMERSET,40.4,0.42,0.0,38.0,5.0,0.0,10.5,38.8,15.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SOMERSET,34.0,1.4,0.0,46.0,5.0,0.0,7.5,31.0,24.9,Liviano,Agrio (sour) ≥ 0.5%S
KENTUCKY,SOMERSET,39.0,0.23,0.0,46.0,5.0,0.0,11.2,30.2,26.7,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,GARBER,45.6,0.14,0.0,34.0,5.0,0.0,17.3,52.4,10.4,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,ALLEN,29.7,0.42,0.0,75.0,5.0,0.0,5.6,22.7,27.6,Mediano,Dulce (sweet) < 0.5%S
OKLAHOMA,BURBANK,37.6,0.32,0.0,43.0,10.0,0.0,8.5,29.7,22.4,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,BARTLESVILLE-DEWEY,31.0,0.25,0.0,61.0,20.0,0.0,2.6,19.0,25.4,Mediano,Dulce (sweet) < 0.5%S
OKLAHOMA,HOGSHOOTER + OCHELATA,32.3,0.27,0.0,69.0,5.0,0.0,3.0,22.0,24.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"DAYTON,N",25.9,0.5,0.0,57.0,5.0,0.0,0.0,10.8,14.1,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,PIERCE JUNCTION,22.1,0.29,0.0,106.0,5.0,0.0,0.0,0.0,24.8,Pesado,Dulce (sweet) < 0.5%S
TEXAS,GOOSE CREEK,26.2,0.55,0.0,61.0,5.0,0.0,0.0,0.0,17.6,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,GOOSE CREEK,20.5,0.49,0.0,290.0,10.0,0.0,0.0,1.7,34.2,Pesado,Dulce (sweet) < 0.5%S
TEXAS,HUMBLE,19.4,0.43,0.0,355.0,10.0,0.0,0.0,1.3,31.9,Pesado,Dulce (sweet) < 0.5%S
TEXAS,HUMBLE,17.8,2.4,0.0,358.0,5.0,0.0,0.0,3.7,35.7,Pesado,Agrio (sour) ≥ 0.5%S
TEXAS,BLUE RIDGE,18.4,0.45,0.0,520.0,5.0,0.0,0.0,2.0,38.1,Pesado,Dulce (sweet) < 0.5%S
TEXAS,BLUE RIDGE,26.8,0.39,0.0,80.0,5.0,0.0,3.1,16.2,27.3,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,ANSE LA BUTTE,22.5,0.22,0.0,125.0,10.0,0.0,0.0,0.0,23.5,Mediano,Dulce (sweet) < 0.5%S
TEXAS,HULL,32.5,0.35,0.0,45.0,5.0,0.0,6.5,26.6,18.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,DAMON MOUND,21.8,0.28,0.0,110.0,5.0,0.0,0.0,0.0,22.7,Pesado,Dulce (sweet) < 0.5%S
TEXAS,DAMON MOUND,22.1,0.36,0.0,106.0,5.0,0.0,0.0,5.8,9.7,Pesado,Dulce (sweet) < 0.5%S
TEXAS,"BATSON, OLD",25.2,0.61,0.0,78.0,5.0,0.0,0.0,8.2,26.2,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,"COLUMBIA,W",20.0,0.29,0.0,251.0,5.0,0.0,0.0,0.0,30.3,Pesado,Dulce (sweet) < 0.5%S
TEXAS,"COLUMBIA,W",24.7,0.21,0.0,64.0,5.0,0.0,0.0,0.0,19.6,Mediano,Dulce (sweet) < 0.5%S
TEXAS,HULL,21.3,0.44,0.0,285.0,5.0,0.0,0.0,3.8,37.9,Pesado,Dulce (sweet) < 0.5%S
TEXAS,ORANGE,29.1,0.34,0.0,216.0,5.0,0.0,0.0,1.1,33.2,Mediano,Dulce (sweet) < 0.5%S
TEXAS,SOUR LAKE,28.6,0.43,0.0,58.0,5.0,0.0,0.0,16.7,23.7,Mediano,Dulce (sweet) < 0.5%S
TEXAS,SARATOGA,13.3,0.57,0.0,1500.0,5.0,0.0,0.0,0.5,47.3,Pesado,Agrio (sour) ≥ 0.5%S
TEXAS,PIEDRAS PINTAS,21.1,0.55,0.0,238.0,5.0,0.0,0.0,1.2,21.0,Pesado,Agrio (sour) ≥ 0.5%S
MEXICO,TOTECO,20.8,3.77,0.0,643.0,10.0,0.0,3.9,16.4,53.0,Pesado,Agrio (sour) ≥ 0.5%S
TEXAS,ORANGE,23.7,0.45,0.0,153.0,5.0,0.0,0.0,0.0,33.8,Mediano,Dulce (sweet) < 0.5%S
ARGENTINA,MENDOZA-NEUQUEN,30.8,0.19,0.0,71.0,55.0,2.8,0.5,17.5,32.2,Mediano,Dulce (sweet) < 0.5%S
ALBERTA,TURNER VALLEY,50.1,0.11,0.0,31.0,5.0,0.0,13.2,70.5,12.6,Liviano,Dulce (sweet) < 0.5%S
ALBERTA,TURNER VALLEY,49.4,0.13,0.0,31.0,5.0,0.0,11.4,70.5,14.4,Liviano,Dulce (sweet) < 0.5%S
ALBERTA,TURNER VALLEY,54.2,0.13,0.0,29.0,5.0,0.0,12.4,90.1,5.6,Liviano,Dulce (sweet) < 0.5%S
ALBERTA,TURNER VALLEY,49.4,0.1,0.0,31.0,5.0,0.6,19.3,62.9,8.8,Liviano,Dulce (sweet) < 0.5%S
ALBERTA,TURNER VALLEY,50.8,0.11,0.0,30.0,5.0,0.2,25.5,71.6,7.2,Liviano,Dulce (sweet) < 0.5%S
ALBERTA,TURNER VALLEY,43.0,0.17,0.0,32.0,5.0,0.7,9.6,53.1,11.2,Liviano,Dulce (sweet) < 0.5%S
ALBERTA,TURNER VALLEY,37.0,0.17,0.0,44.0,40.0,1.1,9.9,30.9,24.9,Liviano,Dulce (sweet) < 0.5%S
ONTARIO,PETROLIA,33.2,0.92,0.0,68.0,5.0,2.2,4.0,22.2,34.9,Liviano,Agrio (sour) ≥ 0.5%S
ONTARIO,BOIL SPRINGS,36.2,0.75,0.0,51.0,5.0,1.6,6.5,28.8,30.0,Liviano,Agrio (sour) ≥ 0.5%S
ONTARIO,BOTHWELL,35.6,1.05,0.0,52.0,5.0,1.2,2.6,24.1,28.7,Liviano,Agrio (sour) ≥ 0.5%S
ONTARIO,MOSA,34.0,0.85,0.0,62.0,5.0,1.5,3.6,19.4,29.7,Liviano,Agrio (sour) ≥ 0.5%S
N.W. TERRITORIES,NORMAN WELLS,35.8,0.33,0.0,41.0,5.0,0.6,7.9,33.4,21.3,Liviano,Dulce (sweet) < 0.5%S
PERU,LOBITOS,36.8,0.12,0.0,38.0,5.0,1.2,8.6,42.3,16.7,Liviano,Dulce (sweet) < 0.5%S
PERU,NOT KNOWN,39.4,0.02,0.0,36.0,5.0,0.9,8.4,43.6,14.7,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,HICKORY CREEK,35.2,0.28,0.0,45.0,5.0,0.0,8.9,27.2,27.5,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,ANSE LA BUTTE,25.2,0.3,0.0,118.0,5.0,0.0,0.0,1.9,32.1,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,JENNINGS,24.3,0.36,0.0,83.0,5.0,0.0,0.0,0.0,22.9,Mediano,Dulce (sweet) < 0.5%S
TRINIDAD,MORNE L@ENFER,16.5,1.81,0.0,981.0,5.0,8.4,0.0,10.5,49.8,Pesado,Agrio (sour) ≥ 0.5%S
TRINIDAD,MORNE L@ENFER,16.2,1.97,0.0,1220.0,10.0,6.8,1.9,12.1,42.4,Pesado,Agrio (sour) ≥ 0.5%S
TRINIDAD,TABAQUITE,41.1,0.35,0.0,34.0,5.0,0.5,10.5,50.7,9.6,Liviano,Dulce (sweet) < 0.5%S
TRINIDAD,TABAQUITE,45.2,0.3,0.0,33.0,5.0,0.2,13.6,48.0,8.4,Liviano,Dulce (sweet) < 0.5%S
TRINIDAD,BARRACKPORE,24.3,0.54,0.0,51.0,5.0,1.9,2.7,18.1,20.2,Mediano,Agrio (sour) ≥ 0.5%S
TRINIDAD,FYZABAD,20.5,0.95,0.0,144.0,5.0,3.5,0.7,11.6,34.6,Pesado,Agrio (sour) ≥ 0.5%S
TRINIDAD,POINT FORTIN,19.7,1.36,0.0,313.0,5.0,5.3,1.0,14.8,41.1,Pesado,Agrio (sour) ≥ 0.5%S
TRINIDAD,MORNE L@ENFER,21.6,1.47,0.0,178.0,5.0,4.6,2.6,21.3,38.3,Pesado,Agrio (sour) ≥ 0.5%S
TRINIDAD,BRIGHTON,24.0,2.63,0.0,200.0,5.0,5.7,3.9,21.6,42.3,Mediano,Agrio (sour) ≥ 0.5%S
TRINIDAD,TABAQUITE,46.0,0.3,0.0,33.0,5.0,0.2,13.7,48.7,8.8,Liviano,Dulce (sweet) < 0.5%S
TRINIDAD,TABAQUITE,41.7,0.39,0.0,33.0,5.0,0.3,11.7,52.6,9.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,MIRANDO VALLEY,21.8,0.25,0.0,70.0,5.0,0.0,0.0,0.0,13.9,Pesado,Dulce (sweet) < 0.5%S
TEXAS,SOUTHTON,32.5,0.45,0.0,53.0,5.0,0.0,3.4,24.6,27.0,Liviano,Dulce (sweet) < 0.5%S
MONTANA,KEVIN-SUNBURST,35.6,1.04,0.0,40.0,0.0,0.0,9.8,30.9,22.8,Liviano,Agrio (sour) ≥ 0.5%S
TAIWAN,SHUKKOKO,35.8,0.1,0.0,32.0,50.0,0.1,7.0,56.1,3.0,Liviano,Dulce (sweet) < 0.5%S
JAPAN,NISHIYAMA,32.1,0.1,0.0,37.0,5.0,0.8,1.2,36.8,9.6,Liviano,Dulce (sweet) < 0.5%S
JAPAN,HIGASHIYAMA,27.5,0.66,0.0,52.0,5.0,3.5,0.8,25.7,24.7,Mediano,Agrio (sour) ≥ 0.5%S
JAPAN,NIITSU,18.6,0.52,0.0,325.0,10.0,5.1,0.0,1.6,36.0,Pesado,Agrio (sour) ≥ 0.5%S
JAPAN,KUROKAWA,18.6,0.8,0.0,450.0,10.0,7.4,0.0,8.7,43.3,Pesado,Agrio (sour) ≥ 0.5%S
JAPAN,KATSURANE,31.1,0.52,0.0,46.0,5.0,3.0,3.3,30.0,21.6,Mediano,Agrio (sour) ≥ 0.5%S
JAPAN,TOYOKAWA,14.7,0.63,0.0,1780.0,30.0,8.8,0.0,0.0,49.0,Pesado,Agrio (sour) ≥ 0.5%S
JAPAN,KUBIKI,39.2,0.1,0.0,33.0,5.0,0.5,5.5,53.1,5.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SPINDLETOP,19.7,2.31,0.0,197.0,5.0,0.0,0.0,1.5,28.3,Pesado,Agrio (sour) ≥ 0.5%S
ARKANSAS,EL DORADO,21.1,1.8,0.0,260.0,5.0,0.0,1.7,11.5,43.8,Pesado,Agrio (sour) ≥ 0.5%S
ARKANSAS,EL DORADO,17.1,2.2,0.0,1300.0,5.0,0.0,0.0,0.0,54.0,Pesado,Agrio (sour) ≥ 0.5%S
TEXAS,"COLUMBIA,W",19.0,0.45,0.0,275.0,5.0,0.0,0.0,0.0,33.0,Pesado,Dulce (sweet) < 0.5%S
MEXICO,ALAMO,23.3,2.95,0.0,368.0,20.0,9.5,4.5,17.5,45.7,Mediano,Agrio (sour) ≥ 0.5%S
EGYPT,ABU DURBA,31.1,0.96,0.0,48.0,35.0,2.2,0.4,21.9,22.1,Mediano,Agrio (sour) ≥ 0.5%S
SAUDI ARABIA,FORSAN ISLANDS,31.3,0.65,0.0,48.0,15.0,2.7,0.0,26.6,22.3,Liviano,Agrio (sour) ≥ 0.5%S
EGYPT,HURGHADA,20.3,3.12,0.0,430.0,55.0,6.7,2.4,13.6,47.7,Pesado,Agrio (sour) ≥ 0.5%S
EGYPT,GEMSAH,28.4,0.44,0.0,43.0,10.0,1.2,0.7,24.0,14.9,Mediano,Dulce (sweet) < 0.5%S
VENEZUELA,LAKE MARACAIBO,17.9,2.51,0.0,790.0,5.0,10.4,3.4,14.6,46.6,Pesado,Agrio (sour) ≥ 0.5%S
MEXICO,TIERRA BLANCA,24.0,3.08,0.0,344.0,25.0,9.3,4.2,17.4,45.6,Mediano,Agrio (sour) ≥ 0.5%S
MEXICO,CHAPOPOTE NUNEZ,24.0,3.2,0.0,402.0,50.0,9.6,2.5,15.9,47.3,Mediano,Agrio (sour) ≥ 0.5%S
MEXICO,CERRO AZUL,20.8,3.61,0.0,634.0,30.0,10.5,3.0,15.0,48.1,Pesado,Agrio (sour) ≥ 0.5%S
MEXICO,CERRO AZUL,21.0,3.75,0.0,634.0,30.0,10.9,3.5,16.5,47.9,Pesado,Agrio (sour) ≥ 0.5%S
MEXICO,POTRERO DEL LLANO,21.3,3.61,0.0,474.0,30.0,9.8,3.9,16.6,45.6,Pesado,Agrio (sour) ≥ 0.5%S
MEXICO,POTRERO DEL LLANO,24.7,3.53,0.0,486.0,30.0,10.0,3.5,15.9,46.5,Mediano,Agrio (sour) ≥ 0.5%S
MEXICO,TOTECO,21.6,3.79,0.0,696.0,30.0,10.0,3.1,15.9,44.6,Pesado,Agrio (sour) ≥ 0.5%S
MEXICO,TOTECO,22.5,3.72,0.0,646.0,30.0,10.5,3.4,16.7,46.1,Mediano,Agrio (sour) ≥ 0.5%S
PENNSYLVANIA,PLUM TOWNSHIP,41.7,0.19,0.0,51.0,30.0,0.0,5.8,23.8,25.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BARBERS HILL,33.4,0.67,0.0,44.0,5.0,0.0,6.9,31.0,23.3,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,MARKHAM,38.8,0.12,0.0,32.0,5.0,0.0,0.0,50.2,14.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,NACOGDOCHES,21.8,0.39,0.0,390.0,5.0,0.0,0.0,0.0,41.2,Pesado,Dulce (sweet) < 0.5%S
ARGENTINA,COMODORO RIVADAVIA,21.3,0.24,0.0,1999.0,25.0,0.0,0.7,6.2,60.0,Pesado,Dulce (sweet) < 0.5%S
ARGENTINA,PLAZA HUINCUL,33.8,0.29,0.0,55.0,5.0,0.0,5.2,25.1,31.6,Liviano,Dulce (sweet) < 0.5%S
COLOMBIA,INFANTAS,38.4,0.7,0.0,89.0,5.0,4.8,7.3,25.7,32.6,Liviano,Agrio (sour) ≥ 0.5%S
COLOMBIA,INFANTAS,30.4,0.69,0.0,68.0,5.0,3.3,4.2,23.9,34.7,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,RICHLAND,40.6,0.26,0.0,39.0,5.0,0.0,3.9,33.0,12.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,CURRIE,44.9,0.17,0.0,35.0,5.0,0.0,3.3,31.5,7.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,KOOSE,31.9,0.3,0.0,91.0,45.0,0.0,0.0,5.0,31.1,Liviano,Dulce (sweet) < 0.5%S
CALIFORNIA,LOST HILLS,16.5,0.85,0.0,525.0,5.0,0.0,0.0,5.1,46.2,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,LOST HILLS,18.4,0.99,0.0,500.0,5.0,0.0,0.0,7.6,42.7,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,LOST HILLS,29.5,0.66,0.0,53.0,5.0,0.0,6.7,31.5,26.9,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,"BELRIDGE,N",28.4,0.79,0.0,52.0,5.0,0.0,4.6,33.4,24.4,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,"BELRIDGE,N",30.2,0.69,0.0,44.0,5.0,0.0,2.8,34.5,21.0,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,"BELRIDGE,S",23.8,0.86,0.0,93.0,5.0,0.0,3.2,23.8,30.3,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,MCKITTRICK,15.1,1.02,0.0,1600.0,5.0,0.0,0.0,2.1,47.3,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,MCKITTRICK,18.6,0.91,0.0,330.0,5.0,0.0,0.3,11.1,36.2,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,MIDWAY-SUNSET,19.7,0.92,0.0,265.0,5.0,0.0,0.0,9.6,37.4,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,MIDWAY-SUNSET,19.7,0.88,0.0,269.0,5.0,0.0,0.3,7.1,38.9,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,MIDWAY-SUNSET,15.6,0.98,0.0,1460.0,10.0,0.0,0.0,3.3,50.1,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,BUENA VISTA,31.3,0.5,0.0,44.0,5.0,0.0,8.9,36.0,22.9,Liviano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,BUENA VISTA,27.5,0.59,0.0,60.0,5.0,0.0,4.7,28.0,25.9,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,BUENA VISTA,26.8,0.59,0.0,64.0,5.0,0.0,2.8,26.9,28.3,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,MIDWAY-SUNSET,18.9,1.07,0.0,367.0,5.0,0.0,3.1,13.3,42.4,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,MIDWAY-SUNSET,27.1,0.6,0.0,62.0,5.0,0.0,4.9,27.2,27.0,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,MIDWAY-SUNSET,21.5,0.75,0.0,150.0,5.0,0.0,0.6,18.4,33.2,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,MIDWAY-SUNSET,27.0,0.69,0.0,83.0,25.0,0.0,6.2,23.9,32.9,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,MIDWAY-SUNSET,26.6,0.68,0.0,79.0,35.0,0.0,5.4,24.1,33.2,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,ELK HILLS,51.6,0.17,0.0,28.0,5.0,0.0,15.5,81.1,10.8,Liviano,Dulce (sweet) < 0.5%S
CALIFORNIA,ELK HILLS,22.8,1.06,0.0,138.0,5.0,0.0,4.1,12.2,34.8,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,ELK HILLS,23.1,0.68,0.0,102.0,5.0,0.0,1.1,12.3,31.9,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,ELK HILLS,26.6,0.61,0.0,68.0,5.0,0.0,2.3,24.0,28.3,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,ELK HILLS,17.8,1.04,0.0,690.0,5.0,0.0,0.0,0.0,43.6,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,COALINGA WESTSIDE,15.4,0.71,0.0,1250.0,15.0,0.0,0.4,2.2,48.1,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,COALINGA EASTSIDE,24.0,0.45,0.0,86.0,5.0,0.0,1.8,14.7,29.2,Mediano,Dulce (sweet) < 0.5%S
CALIFORNIA,COALINGA EASTSIDE,20.7,0.51,0.0,178.0,5.0,0.0,0.0,6.8,36.8,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,COALINGA OIL CITY,37.2,0.1,0.0,31.0,5.0,0.0,9.8,53.0,3.9,Liviano,Dulce (sweet) < 0.5%S
CALIFORNIA,TORRANCE,22.8,1.62,0.0,185.0,20.0,0.0,2.3,14.6,41.5,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,BREA-OLINDA,22.3,1.43,0.0,199.0,10.0,0.0,3.1,18.1,41.0,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,HUNTINGTON BEACH,24.9,1.42,0.0,120.0,5.0,0.0,3.8,18.4,39.9,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,LONG BEACH,25.0,1.25,0.0,149.0,20.0,0.0,3.6,18.9,40.6,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,SANTA FE SPRINGS,31.7,0.54,0.0,51.0,35.0,0.0,4.4,27.9,28.4,Liviano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,SANTA FE SPRINGS,29.7,0.56,0.0,54.0,35.0,0.0,3.0,24.6,29.4,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,RICHFIELD,25.9,1.6,0.0,106.0,15.0,0.0,7.7,25.2,33.7,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,WHITTIER,18.7,0.77,0.0,41.0,5.0,0.0,0.6,8.2,46.6,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,"COYOTE,W",25.9,1.46,0.0,97.0,35.0,0.0,3.7,20.5,34.4,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,MONTEBELLO,23.0,0.79,0.0,141.0,10.0,0.0,0.3,11.1,38.1,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,VENTURA,24.5,1.79,0.0,105.0,10.0,0.0,6.1,23.7,36.2,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,OJAI,17.1,1.63,0.0,890.0,15.0,0.0,1.4,13.0,43.4,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,VENTURA,30.2,1.15,0.0,80.0,35.0,0.0,9.7,28.6,28.9,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,VENTURA,46.7,0.47,0.0,32.0,5.0,0.0,10.8,64.4,6.8,Liviano,Dulce (sweet) < 0.5%S
RUMANIA,MORENI,30.6,0.22,0.0,46.0,5.0,2.6,13.0,38.3,21.7,Mediano,Dulce (sweet) < 0.5%S
RUMANIA,MORENI,37.6,0.22,0.0,36.0,5.0,2.4,21.4,53.5,15.5,Liviano,Dulce (sweet) < 0.5%S
RUMANIA,MORENI,34.6,0.23,0.0,51.0,30.0,2.0,3.4,27.3,26.1,Liviano,Dulce (sweet) < 0.5%S
RUMANIA,GURA OCNITEI,26.1,0.32,0.0,61.0,5.0,3.1,5.3,30.3,29.0,Mediano,Dulce (sweet) < 0.5%S
RUMANIA,FILIPESTI,35.8,0.16,0.0,45.0,30.0,1.7,4.0,27.3,24.5,Liviano,Dulce (sweet) < 0.5%S
RUMANIA,RUNCU,35.0,0.17,0.0,40.0,5.0,1.3,2.4,35.4,18.5,Liviano,Dulce (sweet) < 0.5%S
RUMANIA,CAMPINI,33.2,0.31,0.0,48.0,35.0,1.4,0.0,19.0,23.6,Liviano,Dulce (sweet) < 0.5%S
RUMANIA,BUSTENARI,31.3,0.16,0.0,42.0,5.0,2.1,7.5,36.4,22.7,Liviano,Dulce (sweet) < 0.5%S
RUMANIA,BAICOI,34.4,0.1,0.0,37.0,5.0,2.3,11.5,48.2,15.5,Liviano,Dulce (sweet) < 0.5%S
RUMANIA,BAICOI,29.5,0.33,0.0,45.0,5.0,2.7,9.6,38.3,22.7,Mediano,Dulce (sweet) < 0.5%S
RUMANIA,ARBANSI,40.0,0.16,0.0,36.0,5.0,0.5,4.7,29.1,11.0,Liviano,Dulce (sweet) < 0.5%S
CALIFORNIA,SANTA MARIA VALLEY,23.0,2.63,0.0,252.0,5.0,0.0,3.5,21.8,37.2,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,"MOUNTAIN,S",28.2,1.73,0.0,86.0,35.0,0.0,6.5,25.5,32.3,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,BARSDALE,30.6,0.83,0.0,56.0,25.0,0.0,4.8,26.8,26.2,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,SARGENT,17.1,0.86,0.0,387.0,5.0,0.0,1.2,8.3,41.9,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,SANTA PAULA CANYON,22.6,0.55,0.0,114.0,5.0,0.0,0.5,13.1,31.0,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,SIMI,32.3,0.68,0.0,47.0,5.0,0.0,6.9,32.9,22.6,Liviano,Agrio (sour) ≥ 0.5%S
U.S.S.R.,SCHODNICA,32.1,0.27,0.0,45.0,5.0,1.9,3.1,26.8,21.6,Liviano,Dulce (sweet) < 0.5%S
U.S.S.R.,BITKOW,46.0,0.17,0.0,32.0,5.0,0.3,4.8,47.5,3.1,Liviano,Dulce (sweet) < 0.5%S
U.S.S.R.,SCHNODNICA-URYCZ-PEREPROSTYNA,29.5,0.24,0.0,47.0,5.0,2.2,3.5,29.8,24.3,Mediano,Dulce (sweet) < 0.5%S
U.S.S.R.,BORYSLAW-TUSTANOWICE,31.7,0.33,0.0,53.0,65.0,2.2,1.1,19.5,29.0,Liviano,Dulce (sweet) < 0.5%S
JAVA,LEDOK,40.0,0.16,0.0,35.0,45.0,0.6,8.6,38.9,10.8,Liviano,Dulce (sweet) < 0.5%S
JAVA,DANDANGILO,26.8,0.37,0.0,56.0,30.0,1.8,0.4,8.2,23.5,Mediano,Dulce (sweet) < 0.5%S
